id,filename,label,category,stt_text,human_transcription,ref_len,cer,sub,del,ins,whitespace
S00002341_t0024,0024.wav,0,교육,아유 됐어요. 그럼 다 필요 없어요. 저 여기 정 떨어져서 안 쓰려니까 그냥 타이트할 테니깐 타이트를 시켜주세요,아유 됐어요 그럼 다 필요 없어요 여기 정떨어져서 안 쓸라니까 그냥 탈퇴할테니까 탈퇴시켜주세요,52,0.326923,7,0,10,4
S00002341_t0026,0026.wav,0,교육,안에는 내가 또 홈페이지 로고인하고 그래야 돼요 왜 이렇게 사람을 번거롭게 해요 그냥 여기서 해주세요,아니 내가 또 홈페이지 로그인 하고 그래야 돼요 왜 이렇게 사람을 번거롭게요 그냥 여기서 해주세요,54,0.129630,3,1,3,2
S00002341_t0027,0027.wav,0,교육,직접 하셔야 합니다.,직접 하셔야 합니다,10,0.100000,0,0,1,0
S00002341_t0028,0028.wav,0,교육,가뜩이나 환불라 해서 짜증나는데 더 짜증 나게 하지 마시고 그냥 좀 해주세요. 딴 데는 다 제는데 왜 여기는 안 되는 게 이렇게 많아요?,가뜩이나 환불안되서 짜증나는데 더 짜증나게 하지 마시고 그냥 좀 넣어주세요 딴데는 다 되는데 왜 여기는 안되는게 이렇게 많아요,70,0.171429,4,1,7,5
S00002341_t0031,0031.wav,0,교육,링크 눌러서 인정 부탁드립니다.,링크 눌러서인정 부탁드립니다,15,0.133333,0,0,2,1
S00002341_t0032,0032.wav,0,교육,이제 다 된 건가요? 더 이상 번거롭게 하지 않으시면 좋겠네요.,네 했어요 [이] 세가 된 건가요 더이상 번거롭게 하지 않았으면 좋겠네요,40,0.375000,4,8,3,3
S00002341_t0033,0033.wav,0,교육,8일 정도 소요됩니다.,하루정도 소요됩니다,10,0.400000,2,0,2,1
S00002341_t0034,0034.wav,0,교육,"알겠어요. 한해서 미안해요 내가 아가씨한테 뭐라는 게 아니지, 분명히 입장 벗고서 생각해 보면 아가시가 또 화 안 나겠어요",알겠어요 화내서 미안해요 내가 아가씨한테 뭐라 하는 게 아니고 입장 바꿔서 생각해보면 아가씨 같으면 화 안나겠어요,63,0.317460,9,3,8,6
S00002341_t0036,0036.wav,0,교육,이럴 줄 알았으면 그렇게 강의 심장 많이 하지 말걸. 저는 들은만큼만 내고 나머지는 돌려받을 수 있는 줄 알았어요,이럴 줄 알았으면 그렇게 강의 신청 많이 하지 말 것 저는 들은 만큼 만들고 나머지는 돌려받을 수 있는 줄 알았어요,64,0.125000,7,1,0,4
S00002341_t0038,0038.wav,0,교육,어쨌든 뭐 써놨는데 안 읽은 내 잘못이죠. 탈색 처리라도 정확해 주세요,어쨌든 뭐 써놨는데 안 읽은 내 잘못이죠 탈퇴 처리라도 정확히 해주세요,39,0.102564,2,1,1,0
S00002341_t0039,0039.wav,0,교육,혹시 나중에 제 가입할 때의 문제 되는 건 아닌가요?,혹시 나중에 재가입할 때 문제되는 것 아닌가요,25,0.240000,2,0,4,2
S00002341_t0040,0040.wav,0,교육,알겠어요. 추억하세요,네 알겠어요 수고하세요,12,0.416667,2,2,1,1
S00002343_t0001,0001.wav,0,교육,안녕하세요 상담사 김민수입니다.,안녕하세요 상담사 김민수입니다,16,0.062500,0,0,1,0
S00002343_t0002,0002.wav,0,교육,안녕하세요 지금 한국어학 인터넷 강의덕구 있는데 문이 드리려고 전화 드렸어요,안녕하세요 지금 한국어학 인터넷 강의 듣고 있는데 문의 드리려고 전화 드렸어요,43,0.093023,3,1,0,1
S00002343_t0003,0003.wav,0,교육,제가 노트북에서 지금 데리려고 하는데 방위를 들어지면 해당 프로그램을 설치해야 되더라고요.,제가 노트북에서 지금 드리려고 하는데 강의를 들으려면 해당 프로그램을 설치해야 되더라고요 네,51,0.137255,6,1,0,1
S00002343_t0004,0004.wav,0,교육,"그래서 설치를 진행했는데, 설치를 완료했는데도 인트리 강의가 작동이 안 되어서 좀 여쭤보리고요. 미안하죠? 좀 알아봐 주시게요",그래서 설치를 진행했는데 설치를 완료 했는데도 인터넷 강의가 작동이 안되어서 좀 여쭤보려고요 왜 안되죠 좀 알아봐주실래요,67,0.208955,9,1,4,6
S00002343_t0005,0005.wav,0,교육,네 설치 전부 다 하셨나요?,"네, 설치 전부 다 하셨나요?",16,0.062500,0,1,0,0
S00002343_t0006,0006.wav,0,교육,"네, 뜨는 거 다 설치했고요 필수 설치랑 선택설치 이렇게 총 4개인가? 뜨는데 저는 필수...필수 설치를 마음대로 다운로드 했거든요 동합 설치를 누르면 전부 한꺼번에 설치가 되던데 저는 필수를 설치해야 하는 요소만 설치했어요",뜨는 거 다 설치했구요 필수 설치랑 선택 설치 총 네개인가 뜨는데 저는 필수 설치만 다운로드 했거든요 통합 설치를 누르면 전부 한꺼번에 표시가 되던데 저는 필수 설치해야 하는 요소만 설치했어요,107,0.242991,8,0,18,2
S00002343_t0007,0007.wav,0,교육,원래는 귀찮아서 그냥 한 번에 설치하도록 통합설치하는데 그 과정에서 저번에 노트북이 많이 내려졌거든요 그래서 선택을 쓸지는 안 했어요. 어차피 필수로 해야 하는 것만 했으면 상관없는거죠,원래는 귀찮아서 그냥 한번에 설치되도록 통합 설치하는데 그 과정에서 저번에 노트북이 많이 떨어졌거든요 그래서 선택 설치는 안했어요 어차피 필수로 해야 하는 것만 했으면 상관없는거죠,100,0.100000,5,1,4,3
S00002343_t0008,0008.wav,0,교육,필수는 다 하신 건가요?,필수는 다 하신 건가요,12,0.083333,0,0,1,0
S00002343_t0009,0009.wav,0,교육,"네, 표시로 뜨는 거 전부 다 했다니까요. 근데 다음으로 진행이 안 돼요 계속해서 술 차려 놓고가 담긴 창이 계속 떠요. 펼치는 다 했는데",필수로 뜨는 걸 전부 다 했다니까요 다음으로 진행이 안 돼 계속해서 설치하라는 문구가 담긴 창이 계속떠요 펼치는 다 했는데,68,0.294118,9,1,10,4
S00002343_t0010,0010.wav,0,교육,설치가 안 된 것 같습니다.,설치가 안된것같습니다,11,0.363636,0,0,4,3
S00002343_t0011,0011.wav,0,교육,스틸 다 했는데요 그게 안 되는 이유가 설치 문제에 왜 다른 이유는 없는 건가요?,슬슬 다 했는데요 그게 안되는 이유가 설치 문제 외에 다른 이유는 없는 건가요,43,0.162791,5,0,2,3
S00002343_t0013,0013.wav,0,교육,혹시 노트북이 아니라 그냥 일반 PC에서 하면 되거나 그런 건 없나요? 사양의 문제라든지 용량의 문제이라든지는 그런건 전혀 없는건가요? 그런거면 다른 방법을 시도해 보려고요,혹시 노트북이 아니라 그냥 일반 피씨에서 하면 대거나 그런 건 없나요 사용료 문제라든지 역량의 문제라든지 그런 것은 전혀 없는 건가요 그런거면 다른 방법을 시도해 보려구요,95,0.157895,8,3,4,2
S00002343_t0014,0014.wav,0,교육,그럼 제가 다시 한번... 지금 다시 한 번 확인해 볼게요. 잠시만요,그럼 제가 다시 한번 하하하 지금 다시 한번 확인해 볼게요 잠시만요 네,39,0.205128,3,3,2,3
S00002343_t0015,0015.wav,0,교육,제가 지금 노트북 했고요 똑같이 동영상 강의 시작하도록 진행해 볼게요 로고인하고 다음받은 목록으로 들어가서 플레이 버튼 누르는 거 맞죠?,제가 지금 노트북 했고요 똑같이 동영상강의 시작하도록 진행해볼게요 로그인하고 다운 받은 목록으로 들어가서 플레이 버튼 누르는거 맞죠,73,0.095890,2,1,4,4
S00002343_t0017,0017.wav,0,교육,네 토액 600반 강의인데 지금 제일 첫번째 강이 오리엔테이션 강의 플레이버트 한 두를게요,토익 육백 번 강의인데 지금 제일 첫 번째 강의 오리엔테이션 강의 플레이버튼 누를게요 네,49,0.306122,8,3,4,5
S00002343_t0018,0018.wav,0,교육,플레이버튼을 눌렀는데 프로그램 실치가 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요. 그분이랑 똑같아요 보통 네이버나 다음번에 동영상 재생 출발이나 액티브랑 비슷해,플레이 버튼을 눌렀는데 프로그램 설치가 필요하다는 창이 떠서 계속 다음 눌러서 설치 진행까지 왔어요 저번이랑 똑같아요 보통 네이버나 다음 같은 데 동영상 재생 툴바나 액티브랑 비슷해,101,0.128713,7,4,2,3
S00002343_t0020,0020.wav,0,교육,근데 제가 두세 번 정도 설치를 해봤거든요. 아까 말씀드린 듯이 자꾸 설치하는 데서 안 돼서요,"그런데 제가 (2)/(두), (3번)/(세 번) 정도 더 설치를 해봤었 거든요. 아까 말씀드린 듯이 자 자꾸 설치를 하는데도 안되서요.",75,0.400000,3,25,2,7
S00002343_t0021,0021.wav,0,교육,그런데 노트북 자체의 프로그램은 설치가 된 게 맞는 것 같아요. 왜냐하면 설치하려는 프로그램이 이미 설치되어 있다는 문구가 왔다고요. 석재하고 재설치할지 덮어시을 선택하다는 상태로 또 어떤 건 아시죠?,그런데 노트북 자체 프로그램을 설치가 된 게 맞는 것 같아요 왜냐하면 설치하려는 프로그램은 이미 설치되었다는 문구가 뜨고요 삭제하고 재설치 할지 덮어 씌운 선택하라는 창이 떠요 어떤 건지 아십니까,109,0.238532,17,3,6,5
S00002343_t0022,0022.wav,0,교육,"참고가 떠는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽 문제인 건 아닌가요? 아니면 혹시 선택 설치까지 전부도 설치해야 하는 건가요? 불안해서 그건 싫었는데요. 왜 그러니, 왜 이런 거죠",이런 문구가 뜨는 거면 제 노트북에 어떤 문제가 있는 것이 아니라 인간 홈페이지 쪽 문제인 것 아닌가요 아니면 혹시 선택 설치까지 전부 다 설치해야하는건가요 불안해서 글을 실었는데요 왜 이런거죠,108,0.231481,8,4,13,7
S00002343_t0023,0023.wav,0,교육,선택 설치도 하실 것을 권유 드립니다.,선택설치도 하실 것을 권유드립니다.,19,0.105263,0,0,2,2
S00002343_t0024,0024.wav,0,교육,선택 설치해야 된다고요? 저번에 모르고 다 설치했다가 노트볼이 엄청 떨어져서 불안한데요,선택 설치를 해야 된다고요 저번에 뭐 모르고 다 설치했다가 노트북이 엄청 떨어져서 불안한데요,51,0.117647,1,4,1,2
S00002343_t0025,0025.wav,0,교육,"제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본적인 프로그램이 안 깔려있어서 그럴 수도 있다고 하는데요. 그래서 선택 설치하는 거에 안되서 그럴 수도 있다네요. 그러니까 저는 선택, 슬취 요소까지 다 종합 설치 하는 게 좋겠네요",어 제가 아까 주변 지인한테 물어봤는데 제 노트북에 기본적인 프로그램이 안 깔려 있어서 그럴 수도 있다고 하던데 그래서 선택 설치해야하는 거 의 안 돼서 그럴 수도 있잖아요 그러니까 저는 선택 설치 [여섯] 가지 다 종합 설치 하는 게 좋겠 네요 네,139,0.194245,12,12,3,9
S00002343_t0026,0026.wav,0,교육,아 그렇군요. 감사합니다 그럼 제가 다시 한 번 더 시도해보고 그때도 안되면 또 문의를 드릴게요,아 그렇군요 감사합니다 그럼 제가 다시 한번만 봐 한 번 더 시도해 보고 그때도 안 되면 또 문의 전화 드릴게요,62,0.193548,1,10,1,5
S00002345_t0001,0001.wav,0,교육,안녕하세요. 상담사 김민수입니다,안녕하세요 상담사 김민수입니다,16,0.062500,0,0,1,0
S00002345_t0002,0002.wav,0,교육,네 안녕하세요. 지금 한국어와 인터넷 강의 듣고 있는데 공유 드리려고 전하시겠어요,안녕하세요 한국어학 인터넷 강의를 듣고 싶은데 문의 드리려고 전화 드렸어요,41,0.390244,8,2,6,3
S00002345_t0003,0003.wav,0,교육,제가 유튜브에서 지금 들으려고 하는데 강의를 들으시면 해당 프로그램을 설치해야 되더라고요.,제가 수공에서 지금 들으려고 하는데 강의를 들으려면 해당 프로그램을 설치해야되더라구요,47,0.148936,4,0,3,1
S00002345_t0004,0004.wav,0,교육,사실 설치를 지내는데 말고 있는데도 인터넷과 작품이 안 좋아서 좀 여쭤보려고요. 왜 안 되죠? 좀 알아보세요,그래서 설치를 진행했는데설치를 완료 했는데도 인터넷광고 작품 안 보여서 좀 여쭤보려고요 왜 안되죠 좀 알아봐 주세요,64,0.359375,11,8,4,2
S00002345_t0005,0005.wav,0,교육,설치 전부 다 하셨나요?,설치 전부 다 하셨나요,12,0.083333,0,0,1,0
S00002345_t0007,0007.wav,0,교육,그래서 그냥 한 번에 설치하도록 통합설치나는데 그 과정에서 저번에 노트북이 많이 유열졌거든요. 그래서 선택설리 안 해주세요 어차피 필수로 해야 되는 것만 했으면 상관없는 거죠,원래는 귀찮아서 그냥 (1번)/(한 번)에 설치되도록 통합 설치하는데 그 과정에서 저번에 노트북이 많이 느려졌거든요. 그래서 선택 설치만 안 했어요. 어차피 필수로 해야 되는 것만 했으면 상관없는거죠,111,0.234234,10,15,1,4
S00002345_t0008,0008.wav,0,교육,필수는 다 하신 건가요?,필수는 다 하신 건가요,12,0.083333,0,0,1,0
S00002345_t0009,0009.wav,0,교육,"네, 펜슈로 뜨는 건 전부 다 했다니까요. 그런데 다음으로 구맹이 안 돼요 계속해서 설치하라는 문구가 당기는 창의 재속서 설치는 다 했는데","네, 필수로 뜨는 건 전부 다 했다니까요. 그런데 다음으로 진행이 안되요. 계속해서 설치하라는 문구가 담긴 창이 계속떠서 설치는 다 했는데.",78,0.179487,11,2,1,1
S00002345_t0010,0010.wav,0,교육,설치가 안 된 것 같습니다.,설치가 안 된 것 같습니다,14,0.071429,0,0,1,0
S00002345_t0011,0011.wav,0,교육,"음, 솔직히 다 했는데요 그게 안 되는 이유가 설치 문제 왜 다른 이유가 없는 건가요?",설치를 다 했는데요 그게 안되는 이유가 훨씬 문제 외에 다른 이유가 없는 건가요,44,0.272727,6,1,5,2
S00002345_t0013,0013.wav,0,교육,솔직히 눈크보게 아니라 그냥 일반 키스에서 하면 되거나 그런 거는 없나요? 사양의 문제라든지 아니면 용량의 문제 라든지 그런 건 전혀 없는 건가요. 그런 거면 다른 방법을 시작하려고요,혹시 노트북이 아니라 그냥 일반 (PC)/(피씨)에서 하면 되거나 그런 건 없나요? 사양에 문제라든지 아니면 용량의 문제라던지 그런거 전혀 없는 건가요? 그런거면 다른 방법을 시도해 보려고요.,107,0.280374,15,10,5,4
S00002345_t0015,0015.wav,0,교육,그럼 제가 지금 다시 한번 확인해 볼게요. 잠시만요,어/ 그럼 제가 지금 다시 (1번)/(한 번) 확인해 볼게요.,34,0.470588,0,11,5,3
S00002345_t0016,0016.wav,0,교육,제가 지금 노트북 했고요. 똑같이 분영상 강의 시작하도록 시작해볼게요. 로그인하고 다음 바지는 목록에 들어가서 플레이버튼 누르는 거 맞죠?,제가 지금 노트북 켜놓고요 똑같이 동영상 강의 시작하도록 하죠 진행해볼게요 로그인 하고 다운받은 목록에 들어가서 플레이 버튼을 누르는 것 맞죠,79,0.253165,8,7,5,4
S00002345_t0018,0018.wav,0,교육,"네, 거의 600만 강인데 이 정도 첫 번째 강. 우리 엔세이션 강의 플레이버튼 누를게요","네, 그/ (600반)/(육백 번) 강의인데 지금 첫번째 강의 우리 템테이션 강의 플레이버튼 누를게요. 네",59,0.406780,14,10,0,2
S00002345_t0019,0019.wav,0,교육,"플레이버튼을 눌렀는데 프로그램 설치가 필요하다는 상위가 있어서 계속 다음을 눌어도 할 수 있는 것까지 왔어요. 저번이랑 똑같아요. 보통 네이버나 다음대에서는 동영상 제스칭, 훈바나 A티브랑 비슷해요",플레이버튼 눌렀는데 프로그램 설치가 필요하다는 상륙해서 계속 다음을 눌러도 설치 진행까지 왔어요 저번이랑 똑같아요 보통 네이버나 다음과 같은 데에서는 동영상 재생 불가나 액티브랑 비슷해요 네,106,0.292453,13,7,11,6
S00002345_t0020,0020.wav,0,교육,퀴스 설치가 두 개구요. 선택설치가 두 개고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 현지가 된다고 쓰네요 여기서 저는 퀴싸 설치 각각 눌러서 설치했었거든요,필수설치가 (2개)/(두 개)구요. 선택설치가 (2개)/(두 개)고 각각 설치할 수 있고 통합 설치를 누르면 한꺼번에 설치가 된다고 뜨네요. 여기에서 저는 필수 설치 각각 눌러서 설치했었 거든요.,109,0.238532,7,18,1,2
S00002345_t0021,0021.wav,0,교육,그런데 제가 세 번 정도 더 설치해 봤었거든요 아까 말씀드렸듯이 자꾸 설치를 하는 데도 안 되죠,그런데 제가 영도 더 설치해 봤었 거든요 아까 말씀드렸듯이 자꾸 설치를 했는데도 안되서요,49,0.224490,5,1,5,5
